text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
" @WSAW: New Way to Master Soccer with ""Soccer Jam"" Skills Program: There is a new way for youth to master their soccer... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Public hearing being held on transgender ""Bathroom Bill"" today - stand against this discriminatory bill! ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,
@MayorOfMKE speaking to @matc students about voting April 5th! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WIAssemblyGOP: In the Fox Valley? Join @RepRohrkaste &amp; the Speaker's Task Force on Alzheimer's &amp; Dementia for a public hearing. ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Unbelievable. Where is the accountability? ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hello friends, welcome to my new Facebook page! I look forward to updating you on my work in the 56th district and at the Capitol. If you have questions, or if you need assistance with a state agency, please contact my office directly at 608-266-7500.



Please feel free to share this page with co-workers, friends and family. Thanks!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WICRs: Packed house at @gopbadgers 2nd general member meeting. Special guest tonight is @Leahvukmir! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
An article regarding my Better Bottom Line Initiative has been published in Wisconsin Business Voice. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@WomenInGovt #WIGMidwest16 - #drugcourts intensive programing to correct &amp; rehabilitate R friends a&amp; neighbors who have entered the system,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Thanks to Mr. Weiss and his 7th grade math classes for hosting me for the day!  I had a great time sitting in and seeing a day in the life!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am looking forward to speaking with the community members of the Historic Water Tower Neighborhood meeting tonight!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A special thank you to the students, teachers, and chaperones from Waunakee who visited today.  It was great to spend time with you.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sen. Shilling, Rep. Billings and I had the opportunity to meet with the La Crosse Area Builders Association today. Thanks for coming down to visit!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @ABC: Report: Richest 62 people in world control same wealth as poorest half of world's population ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great story on Hook's Cheddar from Mineral Point!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What a nice gesture to those that ""Serve and Protect"" the citizenry. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This morning I spoke at the Mississippi River Parkway Commission Semi-Annual Meeting. I love getting out on the Wisconsin Great River Road and enjoying the river towns along the way. The river keeps our communities on the map!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 3 at the fair was the best yet! Bought a pig from a great young East Troy FFA member! Then had lunch at the Delavan/Darien booster booth,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I hope to see you at my listening session this morning at the Reedsburg Public Library from 10:30am-11:30am! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SW WI is a great place to live, work, &amp; visit. Check out this @TravelWI article on natural beauty in Sauk County! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meeting with reporters before session with Speaker Vos and Minority Leader Barca.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wittman Regional Airport: How busy is it? ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today, Rep. Amy Loudenbeck announced the launch of a new addition to her legislative website, a webpage with information regarding the Great Lakes Basin Railroad Project.



“Serving as a resource and an advocate for the people in my district is one of the most important parts of what I do.  After the announcement of the “new preferred route”, I thought it would be helpful to organize and share information that my office has already compiled with communities and property owners along the “new preferred route”. Visitors will be able to review the website and learn what has been happening since the project was first announced in March, as well as see my correspondence with the Surface Transportation Board on the issue,” said Rep. Loudenbeck.



The website can be found at: ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Journal: Rep Bernier should stop stalling, hold public hearing on Iowa model for fair maps ",,,,,,,,,,,,,,,,,,,,,,,,,,,,1
" @ReadyWisconsin: Winter Storm Warning Update: Latest media release from ReadyWisconsin:

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @Horvitastic: All day every day! #Hillary2016 #HillaryForIA ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's a beautiful day to be out meeting people in the district. If you see me, please don't hesitate to say hello!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
An op/ed I wrote for the Oshkosh Northwestern that ran this week:,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today Governor Scott Walker signed into law Assembly Bill 11, which removes outdated requirements on newspaper production and protects our small-town Wisconsin publishers. I was glad to coauthor this commonsense reform with Sen. Shelia Harsdorf.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remembering today... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here's a column about a JFC motion from Representative Adam Jarchow concerning shoreland zoning reform.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Announced the #HuntPink initiative with Sportsmen Caucus to allow Blaze Pink as an alternative to Blaze Orange ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@69mae @WBAY...Classy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thanks to Representative Dana Wachs for the latest update on the Republican's attack on our democracy. 



Corruption is bad no matter where it is, and it’s important that prosecutors have the tools necessary to put a stop to that corruption. Dismantling the John Doe process is an assault on our democracy and Republicans cannot be trusted with the reins to justice.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
#MKE Black Restaurant Week showcases local eateries  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking forward to sitting on the Education Committee at the CSG Midwest conference coming up soon!... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @jimsteineke: @Barrett4MKE Gun laws don't kill people, but the culture in your community is. Do something about it. #StopBlamingStartLea…",,,,,,,,,,1,,,,,,,,,,,,,,,,,,
 @westalliswigov: We mourn the passing of WestA llis WWII hero Charles Doering Jr who was honored last month @ CityHall. @ToniValliere ht…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enjoyed visiting the Dental Clinic @ Children’s Hospital. Proud of their work &amp; vision for children w all abilities! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @keriduce: Listening session @UWM featuring @Jbrostoff, DBowen and @nikovac. Stop by Union 280 by 2:30pm to share your story. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brule fish hatchery family fun day tomorrow. Stop by and check out a NW WI hidden treasure #serene #quaint #historic  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This dollar amount speaks for itself.  Yet another reason why District 4 needs change--someone who will work for the PEOPLE.  Please share.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Next week I will be holding the first of several fall listening sessions throughout the district. It will take place at Zablocki Library on Wednesday, November 11 from 5:30 - 7:00 pm. Hope to see you there, and help spread the word!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time to #MakeEmBelieve #OnWisconsin #gobucky,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good article by @kmichalets in the @WaukeshaFreeman this morning about ""taking the 'snarky' social media attention in stride."" #LaughItOff",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thanks to my colleague Rep. Lisa Subeck for taking the lead on this important issue. When big corporations can spend unlimited money on elections and overpower the voices of ordinary Americans, that's not free speech. It's time we protect the speech of individual people and get corporate money out of our elections.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Check out our most recent newsletter!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @HuffPostPol: Obama to return to University of Chicago law school for SCOTUS push ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Took a six minute detour through the Horicon National Wildlife Refuge on the way back from Fond Du Lac to Madison... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since Republicans gained control of the Governor’s office and both houses of the Legislature, they have put our natural resources at risk by shifting away from conservation, science, and enforcement.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Thank you so much for supporting LWM#LWM2015 ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
We must guarantee healthcare to everyone - 35 million Americans are w/o insurance today @SenSanders,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
"Bringing people together to make a difference in Milwaukee. #Milwaukee #VoteEdgar @ Milwaukee,… ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @TxHouseCaucus: @SpeakerStraus is working to boost GOP majorities across the Country! #txlege #2016

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @UWPlattevilleAg: #AgPioneers visited the capitol yesterday to share with legislators agriculture issues important to them. #wiagday15 h…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm saddened by the death of the 9-year-old girl who was shot while watching TV in her living room. ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
@TheeBWhite which is what I just did,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Personally knocked 260+ doors today.  This hill reminded me of Olympic training. 



I wish political door knocking was an Olympic sport, not to compete, but I'd love to do the color commentary for it.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepDeanKnudson: Our Assembly floor session is getting under way on @WisconsinEye ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @ymKBird: Big thanks to @GordonHintz &amp; our tour guide for inspiring our kids. Wish other staffers had kept cynicism in check. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our 49th Assembly District,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I posted a new photo to Facebook ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ald Dudzik was a committed servant to Milw &amp; his constituents.  My prayers and condolences go out to his family.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DaleJr @NASCAR @JRMotorsports  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @katierosenberg: Journal Times editorial: Give nonviolent 17-year-olds a second chance ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"The NRA's monopoly on gun policy in Wisconsin and on many of my colleagues in the state legislature is an awful thing. They have been a cruel and dangerous master. They block responsible policies like universal background checks, and collecting data on concealed carry criminals year after year. They scare off politicians from making the right choices with their NRA grade and it is truly sickening. 



Please consider getting involved with the Wisconsin Anti-Violence Effort today. We need a responsible voice at the table.",,,,,,,,,,,1,,,,,,,,,,,,,,,,,
" @DavidFBowen: Excited to watch @russfeingold debate at @marquette Law School with @MikeGousha moderating for 90 mins, commercial free on…",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @katierosenberg: .@wrightforwi has a great group of people with her tonight to talk about the state of education. #AD85 ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to Marvin Kimble! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Join us in knocking on doors to meet voters in OUR community. 

Help US spread the word that Sharon Wasileski wants to Support, Preserve, Protect and Unite OUR community!  

Together WE can make a difference! 



We will have shifts from 10 AM to Noon, 1-3 PM and 3-5 PM.  Team leads will be at Seth's 10 minutes before and after the start and end of each shift to hand out and collect walk packets.



We will be using the MiniVan app for most of our turf, so please try to download it ahead of time to your smart phone or tablet.  It's much easier to use than paper walk sheets!!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@POTUS throws curve ball at Senate with moderate SCOTUS nominee with a spotless bipartisan record! #DoYourJob  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plenty of open space yet there is a line out the door waiting in cold to come in.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @WashCntyInsider: Stroebel will make stops in Slinger, Hartford, West Bend, Campbellsport, Mt. Calvery, Cedarburg, Waldo, Fredonia... ht…",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honoring @UWWhitewater Chancellor Telfer in Assembly.  #thankyou #goodluck ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enjoyed Wisconsin's great outdoors this weekend &amp; got my first ever cackler.  A goose the size of a duck.  So neat!… ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
My new office door...and now Laura and I are off to the Inaugural Ball! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @GOP: Happy Birthday, @westpoint_usma #LongGrayLine ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It was hot this week, but I had a fun time at the Green County Fair meeting and talking to people.  Today's highlight was the Cheese auction!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Want to volunteer for our campaign? Message us your email address to be added to our canvassing and outreach efforts pool. 



Our first available slot is 1:1 rural canvassing with Alicia this Friday afternoon. Sign up today!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
My team created this fantastic header graphic of Willow River Falls outside of Hudson #WI 4 my account &amp; just in time for Happy 4th of July,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expand #badgercare - #healthcare is a human right #Wisconsin ,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
There will be extra enforcement this weekend on WI roads! Make sure to stay safe and enjoy the holiday. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @gbpressgazette: Dems propose series of bills addressing staffing in the state prison system ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Recently, I sent a letter to our Congressional Delegation in support of the TREAT Act. “TREAT” stands for “The Recovery Enhancement for Addiction Treatment."" This proposed federal act would expand access to treatment, including medication-assisted treatment, by lifting stringent federal regulations. Additionally, it would help increase the number of trained medical professionals that provide medication-assisted treatment. This change will save lives.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
On our way to Madison to get sworn in tomorrow. Praying up this Sunday for the next journey. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Had great interviews this morning with a local radio station, public access television channel, and participated in a state wide UW Colleges budget discussion with our local educators. Just finished a meeting with state patrol Commander Frenette and regional DOT staff, and now off to the Polk County Tavern League meeting!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WEAU13News: Gov. Walker says tourism is booming in Wisconsin. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @GordonHintz: Didn't realize promises had an expiration date. JS: Gov Walker says 2012 pledge to fight W applied only to 1st term ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today the U.S. women play for the world title. One nation. One team. Go USA!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RobHernandezWSJ: That's it. DeForest wins 5-4 in 10 (2:40) ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @HillaryClinton: ""We urge voters to dump Trump and choose the clearly qualified candidate in this race: Hillary Clinton” —@DenverPost ht…",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love my nephews...who aren't afraid to ask for all manner of things from my office, from gum, to advertising... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
A very good turnout at the public hearing regarding long term care (FamilyCare and IRIS) at NTC IN Wausau! ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
 @SantitaJ: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Awesome time this morning at Waukesha Mem. Hospital as part of ""Take your legislator to work"" program @Easter_Seals ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There's big news this week in Wisconsin's 5th Congressional District. I ran against Jim Sensenbrenner in 2014, and it was a great experience. This year we have an exciting new candidate, Khary Penebaker, who is a nationally-known gun violence prevention advocate. Please ""like"" Khary's page, follow him on Twitter, and make a contribution to kick off his campaign!  - Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOTER ID UPDATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Why should IL get better back-to-school deals than WI? Now that's ""unfair."" @MacIverWisc ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @BottWMC: Senate Labor Chair Nass on W hearing and vote today: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
travelwisconsin recently featured the Kickapoo River as a great trout fishing spot. What are some of… ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The intolerant left doesn't get it, nor do they want to.  A sexless society dissolves protections 4 women/children. ",,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"The Senate Committee on Health and Human Services is holding a public hearing on three bills that are devastating for women and families in Wisconsin by taking away women's access to birth control and making it more challenging to complete life-saving research on diseases like diabetes, Parkinson's and cancer.  The public hearing is being held in 411 South - stop by and express your opposition!",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"RIP Reverend Joe Medina. A great man gone too soon. 



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Click on ""Legislative Update"" to hear Senator Howard Marklein and I on WRCO Radio's morning show.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With the rain outside, it's busy inside at the Wisconsin State Fair. The primaries are over, and Democrats are excited about the November election. I will be here at the Democratic Party of Milwaukee County booth for most of the afternoon.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday, Governor Scott Walker signed the Safe at Home bill that I co-authored.",,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Be prepared! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"My Spring legislative newsletter/survey is out! Take a look, give it a read, and please pass along any thoughts you have about our state and community.



Newsletter: ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RightWisconsin: .@StateRepHutton will host Angola Prison Warden Burl Cain next week for presentation on criminal justice reform. #Wirig…,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Hey @jimsteineke you would have enjoyed the conversations with profs tonight. Maybe next time?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @MULawPoll: How uncomfortable would you be with this candidate as president? Overall “very uncomfortable” with Trump is 53%. #mulawpoll,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent Opportunity! Awesome People to work with! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The whole family is invited to celebrate a true sense of community on August 2nd. Join us for food and activities at the 4th district’s National Night Out! With food, fun and giveaways, the event will bring together families and individuals throughout the community. It’s from 4-8pm at Lincoln Park, and it will include a kid’s corner, games and community resources. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@bscottwrn not ripping anyone. Just amazed how tight of an outfit they are that this doesn't get out,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I attended the Transportation Development meeting in Onalaska this morning. Transportation will be an issue in 2016 elections.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can't wait to see last announced show, ""Beautiful, the Carol King Show"". #foxcitiespac",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Now it's the Assembly's turn:



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shout out to my constituent Heather A Zampack-Townsend for her letter in the Journal Sentinel today!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will you join my first office hours Friday from 10-11:30 am at Cargo Coffee East? Click here to RSVP: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeah,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Below are the remarks that I gave earlier today to commemorate Memorial Day:



""Today, we remember the sons and daughters of our country who stood their ground in conflicts across the world and sacrificed their lives so that we may live in freedom. We display our gratitude by gathering together, decorating gravesites, and attending commemorations like this one. 



It’s difficult to speak on occasions like this, because those we are here to remember have already said so much. In their sacrifice, they spoke volumes, and demonstrated for us the purest form of love. The Bible says in John 15:13 that “Greater love hath no man than this - that a man lay down his life for his friends.” Wisconsin’s fallen veterans laid down their lives for their fellow soldiers, for their families and friends, and for millions of people that they never had the opportunity to meet on this earth. 



We honor the fallen by preserving their memories; memories not only of what they have done, but of who they were – committed men and women who passed away far too young. 



We remember them with moments of silence, when in our stillness we feel the weight of the gift that they have given to us. 

These moments of silence are important, but what’s more important is what happens after the silence. 



Recently, I read an essay prepared by the American Legion. The essay reflects on the question asked of many veterans “Was it worth it?” That’s a question that can only be answered by those who have served. The essay compels each of us, however to “Make it worth it.” 



So when the moment of silence is over, I want to encourage each of you to “live life out loud”. Dare to dream big and do great things. Get involved in your community. Prioritize patriotism over politics. Make a difference. We owe it not only to ourselves, but to those who sacrificed their lives so that we could live in a free and peaceful society – one that affords each of us so many opportunities.  



In America, it is traditional to celebrate all veterans on Veterans Day, and those who died in service to our country on Memorial Day. However, in closing, I want to blur the lines a bit. We can honor the sacrifice of those who have fallen by taking the time to care about their comrades who are still with us. 22 veterans commit suicide every day.  These casualties can be prevented. Be there for the veterans in your life – and for their families; listen to them, and support them. 



I would encourage you to seek out charities like the Honor Flights, Operation Homefront, or the Fisher House that work to ensure our veterans have access to the resources, care, and recognition that go beyond what the government provides. 



Thank you for the privilege of addressing you today. May God bless each of you, and those who have went before.""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @MidwestPhoto: Milwaukee's legacy of racial problems hurts my dang heart. #VelPhillips @sentaylor @milwaukeepublib #WIunion,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
"It's great running into some of my mom's old friends from her public education activism days like June Maze, who knew my mom from Tippecanoe School!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is Donald Trump right about Gov. Walker?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Schultz wrote a nice article on this morning's Freedom March for voting rights and unity in Beloit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
A victory for the rights of our citizens ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republicans are dialing back our right to vote through 30 plus election law changes. My voting rights record here: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"""The enterprises of the country are aggregating vast corporate combinations of unexampled capital, boldly marching, not for economic conquests only, but for political power. The question will arise, and arise in your day...Which shall rule: wealth or man; which shall lead: money or intellect; who shall fill public stations: educated & patriotic free men [& women], or the feudal serfs of corporate capital?"" - WI Supreme Court Chief Justice Ryan, 1873.



Yesterday, the WI GOP chose corporate capital.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
" @gill_tierney: In other news, my ""Barbie dolls"" were a hit @ work.. @Leahvukmir @DanKnodlforWI @paulfarrowwi 

#Murica #andBritaintoo htt…",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Attending the UW-O Alta Resources Center for Entrepreneurship &amp; Innovation (CEI) ""Shark Tank"" event. #UWOBMC #entrepreneur #SharkTank",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check out The Three Lies of Bill Smith and the @nfib_wi by @briansikma ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Now is the time for Wisconsin to strengthen BadgerCare. Governors Get Smarter on Medicaid - ,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Black History Reception 2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have a listening session at the Oconto City Hall tomorrow afternoon from 3-4pm, and another at the Howard Village Hall Friday morning from 9-10am.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Pain-Capable Unborn Child Protection Act has now gone into effect:



",,,,,,,,,,,,,,,,,,,,,,,,1,,,,
@FightingBob2015 I'm working on my speech as we speak! Hope weather is as nice as today! #BobFest2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WIAssemblyGOP: Happy National Cheese Day. #EatMoreCheese #Wisconsin ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I give the Capitol PD, Madison PD, and Dane County Sheriff's Dept. credit, that was quicker than clearing out a Mitchell International's terminal during a threat and getting back to business again!



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Chew on that!"" -@rossacrosswi on the 2016 election.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @marcorubio: WATCH: A place where anyone from anywhere can be anything.



#MotivationMonday

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @WIAssemblyDems: .@RepCoryMason: ""I've seen a lot of bad ideas come through here... this is the worst.""

#RepublicanSellouts #wipolitics",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MyVote Wisconsin Website



At myvote.wi.gov you can register to vote, check your voter registration status, find your polling place, see what's on your ballot, request an absentee ballot (military and permanent overseas voters only), and check provisional ballot status.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Debbie Bork's dad, Leo L. Molumby, U.S. Navy. Fought in WWII, in the Aleutian Islands. Rate/Rank: EM3 Electricians Mate Third Class.



Leo never spoke much about the war, but one detail he did share was that his ship was hit & he ended up in the water. Many died. He was in the water for 2-3 days; this was in the Aleutian waters. Cold. He was the only survivor, grateful to make it back to the U.S. Later blessed to marry and have a family.



Birth: 11/30/1924. Death: 2/23/2003. Minnetonka, Minnesota. Passed away, age 78. Member American Legion Post #494. Interment Fort Snelling National Cemetery, Minneapolis, MN.  Survived by 13 children, 28 grandchildren; and 8 great-grandchildren.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Bill Would Allow (not mandate) Milwaukee County Board to Downsize and Redistrict,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @davedahmer: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
".@MarcoRubio’s answer on how to defeat ISIS is smart, strong and detailed. #TeamMarco ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""State Representative Mandela Barnes, D-Milwaukee says he came away believing 'we were going to be on track to reduce the prison population.' That’s why he was shocked by the $5 million allocation.



""Barnes, who formerly worked for WISDOM in Milwaukee, lamented the lost opportunities for the state in allocating $5 million to lock more people up. The Rev. Willie Brisco, a Wisdom member, expressed a similar sentiment.



“'Give me $5 million and I’ll divert 1,000 people from prison,' Brisco said. 'Give me $5 million and I’ll give kids a better education. Give me $5 million and I’ll increase transitional jobs, so people coming out of prison can support their families.'""",,,,,,1,,,,,,,,,,,,,,,,,,,,,,
" @dailycardinal: The teams are trading blows, but @BadgerMBB keeps getting back up in the #FinalFour. Wisco up 54-51 with 11:24 left ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Looking forward to having Common Cause in Wisconsin Executive Director Jay Heck's expertise when he joins us for Tenth Talks: Wisconsin Open For Corruption? A conversation about harm of GOP Bills this Thursday! Join us at Falcon Bowl, 801 E Clarke St in Milwaukee's Riverwest neighborhood, at 7 p.m.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Busy Senate campaign day with an early radio interview, Northwestern interview for an upcoming article &amp; of course tons of doors knocked.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had the opportunity to speak with the Wisconsin Counties Association today regarding a variety of issues. Thank you for the invite!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please join us in Reedsburg tonight for the 50th Assembly District Democratic Primary ""Question the Candidates"" forum.  Stop by the Reedsburg Recreation Center from 6:00 - 8:00 PM, meet the candidates and learn more about the issues!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Got to grab brats for lunch today as part of a benefit for the Holmen Fire Department. And I got to spend it with a multigenerational firefighting family: my good friend Mike, his son Steve and daughter-in-law Torre, and granddaughter Abigail. 



Thank you to everyone who came out to support our brave firefighters and to every hero who serves our community. We are forever in your debt.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finally.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I often say that Wisconsin Republicans are selling out our state and in this case they literally are selling off some of our most treasured places.



Please share if you agree that this plan is #WrongforWI



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanging out with my neighbor and friend from just north of the 33rd district Scott Allen at the GOP booth at the Waukesha County Fair. Come on out and say hi!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
